broken_year,industry,location,funded_status,survival_time,cause_of_failure,dataid
2019,Health,Shanghai,Series B+,2133,no business model,118
2019,Health,Beijing,No Funding,1612,pivot gone bad,119
2019,Health,Beijing,Angel Round,1612,no business model,120
2019,Health,Beijing,Angel Round,1431,no investor interest,121
2019,Health,Guangdong,No Funding,1156,no business model,122
2019,Health,Beijing,Acquired,1612,no business model,123
2019,Health,Beijing,Acquired,1612,no business model,124
2019,Health,Beijing,No Funding,1400,pricing/cost issue,125
2019,Health,Beijing,Angel Round,1417,no business model,126
2018,Health,Beijing,No Funding,1613,lose focus,127
2018,Health,Zhejiang,Series A,1491,burn out,128
2018,Health,Guangdong,No Funding,1552,no business model,129
2018,Health,Beijing,Series A,1552,burn out,130
2018,Health,Tianjin,Angel Round,1674,no business model,131
2018,Health,Shanghai,Angel Round,1825,no business model,132
2018,Health,Zhejiang,Seed Round,872,no business model,133
2018,Health,Shanghai,Angel Round,1316,no business model,134
2018,Health,Beijing,Strategic,2052,ran out of cash,135
2018,Health,Beijing,No Funding,155,no business model,136
2017,Health,Beijing,Angel Round,1644,lose focus,137
2017,Health,Fujian,Angel Round,1521,pivot gone bad,138
2017,Health,Beijing,No Funding,1766,no business model,139
2017,Health,Beijing,Angel Round,1886,ran out of cash,140
2017,Health,Guangdong,No Funding,1825,no business model,141
2017,Health,Beijing,Angel Round,2160,no business model,142
2017,Health,Chongqing,No Funding,2191,no business model,143
2017,Health,Beijing,No Funding,1886,no business model,144
2017,Health,Shanghai,Angel Round,1917,lose focus,145
2017,Health,Beijing,Angel Round,792,no business model,146
2017,Health,Beijing,Angel Round,975,no market need,147
2017,Health,Beijing,No Funding,3500,no business model,148
2017,Health,Beijing,Series A,635,get outcompeted,149
2017,Health,Shanghai,No Funding,740,no business model,150
2017,Health,Shanghai,Angel Round,1101,poor marketing,151
2016,Health,Hubei,No Funding,769,no business model,152
2016,Health,Beijing,No Funding,769,no business model,153
2016,Health,Beijing,No Funding,798,no business model,154
2016,Health,Jiangsu,Angel Round,1030,get outcompeted,155
2016,Health,Beijing,No Funding,1302,no business model,156
2016,Health,Beijing,No Funding,1301,no business model,157
2016,Health,Beijing,Angel Round,905,pricing/cost issue,158
2016,Health,Shanghai,Series A,857,no market need,159
2016,Health,Beijing,Angel Round,1191,no business model,160
2016,Health,Shanghai,No Funding,182,no business model,161
2015,Health,Beijing,No Funding,1856,no business model,162
2015,Health,Shanghai,No Funding,1188,no business model,163
2015,Health,Beijing,No Funding,814,no business model,164
2015,Health,Beijing,No Funding,121,no business model,165
2013,Health,Beijing,No Funding,1061,no business model,166
2012,Health,Beijing,Series A,977,no market need,167
2011,Health,Beijing,Series A,2374,lose focus,168
2011,Health,Guangdong,No Funding,1271,pivot gone bad,169
2019,E-Commerce,Fujian,No Funding,727,ran out of cash,170
2019,E-Commerce,Beijing,Acquired,4136,pivot gone bad,171
2019,E-Commerce,Beijing,Series C,3924,ran out of cash,172
2019,E-Commerce,Zhejiang,No Funding,556,ran out of cash,173
2019,E-Commerce,Beijing,Seed Round,1461,no market need,174
2019,E-Commerce,Zhejiang,Seed Round,638,no market need,175
2019,E-Commerce,Beijing,Series A,1581,burn out,176
2019,E-Commerce,Guangdong,Series A,1461,no market need,177
2019,E-Commerce,Shanghai,No Funding,1065,no business model,178
2019,E-Commerce,Beijing,Angel Round,1492,no business model,179
2019,E-Commerce,Beijing,Angel Round,1339,pricing/cost issue,180
2019,E-Commerce,Beijing,Series A,1522,product mistimed,181
2019,E-Commerce,Beijing,Angel Round,1461,no market need,182
2019,E-Commerce,Sichuan,Series A+,1612,no market need,183
2019,E-Commerce,Beijing,No Funding,1339,no market need,184
2019,E-Commerce,Beijing,Angel Round,1126,no market need,185
2019,E-Commerce,Beijing,No Funding,1339,no investor interest,186
2019,E-Commerce,Beijing,Angel Round,1553,get outcompeted,187
2019,E-Commerce,Hubei,No Funding,1278,no business model,188
2019,E-Commerce,Shanghai,Angel Round,1612,no investor interest,189
2019,E-Commerce,Beijing,Angel Round,1612,ran out of cash,190
2019,E-Commerce,Shanghai,Acquired,3499,pivot gone bad,191
2019,E-Commerce,Shanghai,Series A,883,no business model,192
2019,E-Commerce,Hunan,Public,1864,lose focus,193
2018,E-Commerce,Beijing,Angel Round,1552,no market need,194
2018,E-Commerce,Beijing,Series B,1825,ran out of cash,195
2018,E-Commerce,Guangdong,No Funding,1735,no investor interest,196
2018,E-Commerce,Zhejiang,Angel Round,1794,lose focus,197
2018,E-Commerce,Beijing,No Funding,1825,lose focus,198
2018,E-Commerce,Zhejiang,Series A,1613,no business model,199
2018,E-Commerce,Guangdong,Series A,1552,pivot gone bad,200
2018,E-Commerce,Zhejiang,No Funding,1674,get outcompeted,201
2018,E-Commerce,Guangdong,Angel Round,1674,no market need,202
2018,E-Commerce,Guangdong,Series A,1552,team/investors,203
2018,E-Commerce,Shanghai,No Funding,1521,no business model,204
2018,E-Commerce,Guangdong,No Funding,1613,pricing/cost issue,205
2018,E-Commerce,Guangdong,Angel Round,1521,no business model,206
2018,E-Commerce,Zhejiang,Seed Round,1582,no market need,207
2018,E-Commerce,Beijing,Angel Round,1705,product mistimed,208
2018,E-Commerce,Guangdong,Acquired,1552,burn out,209
2018,E-Commerce,Zhejiang,Angel Round,1582,no market need,210
2018,E-Commerce,Guangdong,No Funding,1825,pivot gone bad,211
2018,E-Commerce,Jiangsu,Series C,3696,team/investors,212
2018,E-Commerce,Beijing,Series A,1825,get outcompeted,213
2018,E-Commerce,Beijing,Seed Round,735,ran out of cash,214
2018,E-Commerce,Beijing,Angel Round,3990,no business model,215
2018,E-Commerce,Zhejiang,Angel Round,1065,get outcompeted,216
2017,E-Commerce,Beijing,Angel Round,1705,ran out of cash,217
2017,E-Commerce,Shanghai,Acquired,1978,pricing/cost issue,218
2017,E-Commerce,Shanghai,Angel Round,1825,no market need,219
2017,E-Commerce,Shanghai,No Funding,1947,no business model,220
2017,E-Commerce,Guangdong,No Funding,2100,no market need,221
2017,E-Commerce,Beijing,Angel Round,1766,no market need,222
2017,E-Commerce,Beijing,Series A,1978,ran out of cash,223
2017,E-Commerce,Beijing,No Funding,1613,poor product,224
2017,E-Commerce,Shaanxi,Series A,2131,no business model,225
2017,E-Commerce,Shanghai,Angel Round,1735,no business model,226
2017,E-Commerce,Guangdong,No Funding,1917,get outcompeted,227
2017,E-Commerce,Shanghai,No Funding,1340,no business model,228
2017,E-Commerce,Beijing,No Funding,1735,no business model,229
2017,E-Commerce,Zhejiang,No Funding,1886,pivot gone bad,230
2017,E-Commerce,Zhejiang,No Funding,2466,no business model,231
2017,E-Commerce,Beijing,No Funding,2160,no business model,232
2017,E-Commerce,Beijing,No Funding,2100,get outcompeted,233
2017,E-Commerce,Yunnan,No Funding,1613,no investor interest,234
2017,E-Commerce,Shanghai,Series A,1856,no market need,235
2017,E-Commerce,Beijing,No Funding,1794,no business model,236
2017,E-Commerce,Zhejiang,No Funding,2160,lose focus,237
2017,E-Commerce,Jiangsu,Series A,1491,no market need,238
2017,E-Commerce,Beijing,No Funding,2100,get outcompeted,239
2017,E-Commerce,Beijing,Series D,1978,burn out,240
2017,E-Commerce,Beijing,No Funding,1978,no business model,241
2017,E-Commerce,Shanghai,No Funding,2405,get outcompeted,242
2017,E-Commerce,Anhui,No Funding,2039,not the right team,243
2017,E-Commerce,Beijing,Angel Round,1613,poor product,244
2017,E-Commerce,Guangdong,Series A,1856,no investor interest,245
2017,E-Commerce,Beijing,Series A,1886,product mistimed,246
2017,E-Commerce,Guangdong,Angel Round,1613,ran out of cash,247
2017,E-Commerce,Liaoning,No Funding,2070,no business model,248
2017,E-Commerce,Guangdong,No Funding,1917,no business model,249
2017,E-Commerce,Shanghai,Series A,1674,no market need,250
2017,E-Commerce,Guangdong,No Funding,2070,no business model,251
2017,E-Commerce,Zhejiang,Angel Round,1917,no market need,252
2017,E-Commerce,Taiwan,No Funding,1856,pivot gone bad,253
2017,E-Commerce,Shanghai,Pre-A Round,1081,burn out,254
2017,E-Commerce,Beijing,No Funding,1099,no business model,255
2017,E-Commerce,Shanghai,Angel Round,613,no business model,256
2017,E-Commerce,Guangdong,No Funding,816,no market need,257
2017,E-Commerce,Chongqing,No Funding,616,no business model,258
2017,E-Commerce,Beijing,No Funding,2168,no business model,259
2017,E-Commerce,Guangdong,No Funding,1007,no business model,260
2017,E-Commerce,Guangdong,No Funding,1007,no business model,261
2017,E-Commerce,Shanghai,No Funding,847,no business model,262
2017,E-Commerce,Guangdong,No Funding,266,product mistimed,263
2017,E-Commerce,Beijing,No Funding,905,pivot gone bad,264
2017,E-Commerce,Sichuan,No Funding,723,no business model,265
2017,E-Commerce,Guangdong,Series A,740,no investor interest,266
2017,E-Commerce,Fujian,Angel Round,1043,lose focus,267
2017,E-Commerce,Beijing,Series A,1373,poor marketing,268
2017,E-Commerce,Beijing,No Funding,734,no market need,269
2017,E-Commerce,Shanghai,Series A,914,no market need,270
2017,E-Commerce,Chongqing,Series B,1189,founder,271
2017,E-Commerce,Zhejiang,Series A,1101,failure to pivot,272
2017,E-Commerce,Sichuan,Angel Round,736,no market need,273
2017,E-Commerce,Beijing,Series A,736,burn out,274
2017,E-Commerce,Chongqing,Angel Round,1101,no business model,275
2017,E-Commerce,Shanghai,Angel Round,1101,no business model,276
2017,E-Commerce,Beijing,Seed Round,915,no business model,277
2017,E-Commerce,Beijing,Strategic,641,get outcompeted,278
2017,E-Commerce,Shanghai,Seed Round,275,no market need,279
2016,E-Commerce,Beijing,No Funding,2010,no business model,280
2016,E-Commerce,Beijing,Series A,2191,pricing/cost issue,281
2016,E-Commerce,Shanghai,Series A,2160,pricing/cost issue,282
2016,E-Commerce,Beijing,Series A,1948,no market need,283
2016,E-Commerce,Beijing,Series A,2101,pricing/cost issue,284
2016,E-Commerce,Zhejiang,Angel Round,1979,no market need,285
2016,E-Commerce,Beijing,Series A,1887,pricing/cost issue,286
2016,E-Commerce,Shanghai,No Funding,682,no market need,287
2016,E-Commerce,Shanghai,Angel Round,740,no market need,288
2016,E-Commerce,Beijing,No Funding,2135,no business model,289
2016,E-Commerce,Beijing,Angel Round,458,no market need,290
2016,E-Commerce,Shanghai,No Funding,949,no business model,291
2016,E-Commerce,Liaoning,No Funding,1190,get outcompeted,292
2016,E-Commerce,Guangxi,No Funding,943,no market need,293
2016,E-Commerce,Guangxi,No Funding,974,no market need,294
2016,E-Commerce,Guangdong,No Funding,1245,no business model,295
2016,E-Commerce,Beijing,No Funding,785,no business model,296
2016,E-Commerce,Liaoning,No Funding,935,no business model,297
2016,E-Commerce,Beijing,Angel Round,947,get outcompeted,298
2016,E-Commerce,Guangdong,Series A,765,no business model,299
2016,E-Commerce,Beijing,Series B,1008,burn out,300
2016,E-Commerce,Beijing,No Funding,517,no market need,301
2016,E-Commerce,Beijing,Angel Round,1831,no market need,302
2015,E-Commerce,Beijing,No Funding,2039,lose focus,303
2015,E-Commerce,Shanghai,Series B,2374,pricing/cost issue,304
2015,E-Commerce,Shanghai,Series B,2100,pricing/cost issue,305
2015,E-Commerce,Guangdong,Series B,2131,get outcompeted,306
2015,E-Commerce,Shanghai,Series A,2070,ignore customers,307
2015,E-Commerce,Beijing,Angel Round,2190,no investor interest,308
2015,E-Commerce,Beijing,Angel Round,1978,get outcompeted,309
2015,E-Commerce,Shanghai,No Funding,2100,get outcompeted,310
2015,E-Commerce,Shanghai,Series A,1978,pricing/cost issue,311
2015,E-Commerce,Guangdong,Series A,1917,pricing/cost issue,312
2015,E-Commerce,Beijing,Angel Round,1100,pricing/cost issue,313
2015,E-Commerce,Heilongjiang,No Funding,736,no business model,314
2015,E-Commerce,Sichuan,No Funding,825,no business model,315
2015,E-Commerce,Beijing,No Funding,852,no business model,316
2015,E-Commerce,Beijing,No Funding,1364,no business model,317
2015,E-Commerce,Beijing,No Funding,1211,no business model,318
2015,E-Commerce,Beijing,No Funding,2549,no business model,319
2015,E-Commerce,Beijing,No Funding,930,product mistimed,320
2015,E-Commerce,Beijing,Angel Round,1436,pricing/cost issue,321
2015,E-Commerce,Beijing,Angel Round,1129,pricing/cost issue,322
2015,E-Commerce,Beijing,Series A,1188,no market need,323
2015,E-Commerce,Zhejiang,No Funding,2588,no business model,324
2015,E-Commerce,Beijing,Series A,1100,get outcompeted,325
2015,E-Commerce,Beijing,Series A,1430,no business model,326
2014,E-Commerce,Shanghai,Series B,2221,get outcompeted,327
2014,E-Commerce,Anhui,Series B,2556,no market need,328
2014,E-Commerce,Beijing,No Funding,1157,lose focus,329
2014,E-Commerce,Shanghai,No Funding,2251,no business model,330
2014,E-Commerce,Zhejiang,No Funding,1214,no business model,331
2014,E-Commerce,Zhejiang,No Funding,3313,no business model,332
2014,E-Commerce,Guangdong,Series B,1826,pivot gone bad,333
2013,E-Commerce,Beijing,Series B,2222,ran out of cash,334
2013,E-Commerce,Shanghai,No Funding,514,no business model,335
2013,E-Commerce,Shanghai,No Funding,1059,no business model,336
2019,Education,Shanghai,No Funding,8622,ran out of cash,337
2019,Education,Beijing,No Funding,1602,no business model,338
2019,Education,Beijing,Angel Round,1431,no business model,339
2019,Education,Beijing,Seed Round,1553,product mistimed,340
2019,Education,Shaanxi,No Funding,1581,get outcompeted,341
2019,Education,Shanghai,Pre-A Round,2052,no market need,342
2019,Education,Shanghai,Series B+,2336,product mistimed,343
2019,Education,Beijing,Acquired,870,ran out of cash,344
2018,Education,Beijing,Angel Round,1613,lose focus,345
2018,Education,Beijing,Angel Round,1825,ran out of cash,346
2018,Education,Beijing,Angel Round,1674,ran out of cash,347
2018,Education,Zhejiang,Series A,1644,ran out of cash,348
2018,Education,Shanghai,Series C,1491,ran out of cash,349
2018,Education,Zhejiang,Angel Round,1644,no market need,350
2018,Education,Beijing,No Funding,1491,lose focus,351
2018,Education,Guangdong,Angel Round,1613,lose focus,352
2018,Education,Shanghai,Series A,1516,ran out of cash,353
2018,Education,Beijing,No Funding,3303,no business model,354
2018,Education,Beijing,Series A,3424,no business model,355
2018,Education,Shanghai,Series A,1135,burn out,356
2017,Education,Beijing,Angel Round,2070,product mistimed,357
2017,Education,Beijing,No Funding,4323,no market need,358
2017,Education,Beijing,No Funding,1735,pricing/cost issue,359
2017,Education,Liaoning,No Funding,2131,poor marketing,360
2017,Education,Beijing,No Funding,1644,not the right team,361
2017,Education,Guangdong,No Funding,1766,no business model,362
2017,Education,Beijing,No Funding,2160,no business model,363
2017,Education,Shanghai,Angel Round,1856,no business model,364
2017,Education,Shanghai,No Funding,1674,no business model,365
2017,Education,Guangdong,No Funding,1825,no business model,366
2017,Education,Beijing,Angel Round,2191,get outcompeted,367
2017,Education,Beijing,Angel Round,1978,no investor interest,368
2017,Education,Beijing,No Funding,1552,no business model,369
2017,Education,Shanghai,Series A,1552,no market need,370
2017,Education,Taiwan,Angel Round,1825,no market need,371
2017,Education,Hunan,No Funding,1582,no business model,372
2017,Education,Beijing,No Funding,1735,get outcompeted,373
2017,Education,Zhejiang,Angel Round,1947,ran out of cash,374
2017,Education,Beijing,No Funding,1735,pivot gone bad,375
2017,Education,Shanghai,No Funding,1613,product mistimed,376
2017,Education,Shandong,Angel Round,1061,lose focus,377
2017,Education,Shanghai,Angel Round,1058,lose focus,378
2017,Education,Zhejiang,Angel Round,824,pivot gone bad,379
2017,Education,Beijing,No Funding,1466,get outcompeted,380
2017,Education,Beijing,Angel Round,3712,ran out of cash,381
2017,Education,Beijing,Series B,4754,pivot gone bad,382
2017,Education,Guangdong,Angel Round,945,no business model,383
2016,Education,Beijing,Acquired,2071,ignore customers,384
2016,Education,Beijing,Angel Round,1857,no investor interest,385
2016,Education,Sichuan,No Funding,1887,get outcompeted,386
2016,Education,Beijing,Series A,2191,ignore customers,387
2016,Education,Beijing,Angel Round,1310,no business model,388
2016,Education,Beijing,No Funding,1853,product mistimed,389
2016,Education,Shanghai,Angel Round,643,product mistimed,390
2016,Education,Beijing,Series A,1100,get outcompeted,391
2015,Education,Beijing,Series A,1947,pricing/cost issue,392
2015,Education,Beijing,Series A,1917,lose focus,393
2015,Education,Zhejiang,Series A,2343,no business model,394
2015,Education,Shanghai,Angel Round,2465,poor product,395
2015,Education,Beijing,Angel Round,1066,no market need,396
2015,Education,Guangdong,No Funding,1826,no business model,397
2015,Education,Jiangsu,No Funding,941,get outcompeted,398
2015,Education,Beijing,No Funding,755,no business model,399
2015,Education,Jiangsu,No Funding,724,product mistimed,400
2015,Education,Taiwan,Series A,976,poor marketing,401
2014,Education,Shanghai,Angel Round,947,product mistimed,402
2014,Education,Beijing,Series A,1281,no business model,403
2013,Education,Beijing,No Funding,663,no business model,404
2011,Education,Shanghai,Series B,1312,ran out of cash,405
2010,Education,Zhejiang,Acquired,1221,pivot gone bad,406
2019,Transportation,Hunan,No Funding,763,burn out,407
2019,Transportation,Beijing,Angel Round,1381,burn out,408
2019,Transportation,Beijing,Acquired,1553,get outcompeted,409
2019,Transportation,Zhejiang,Series A,1431,pricing/cost issue,410
2019,Transportation,Shanghai,Angel Round,1553,get outcompeted,411
2019,Transportation,Shanghai,Angel Round,1247,get outcompeted,412
2019,Transportation,Beijing,Angel Round,1612,burn out,413
2019,Transportation,Zhejiang,Series B,1065,burn out,414
2019,Transportation,Beijing,Angel Round,1612,product mistimed,415
2019,Transportation,Shanghai,Angel Round,1553,no business model,416
2019,Transportation,Beijing,Pre-A Round,1461,product mistimed,417
2019,Transportation,Guangdong,Series A,764,founder,418
2018,Transportation,Shanghai,Angel Round,1582,burn out,419
2018,Transportation,Beijing,Angel Round,1491,product mistimed,420
2018,Transportation,Shandong,Angel Round,1491,no market need,421
2018,Transportation,Guangdong,Angel Round,1491,no market need,422
2018,Transportation,Beijing,Angel Round,1735,poor product,423
2018,Transportation,Jiangsu,No Funding,2070,no business model,424
2018,Transportation,Overseas,Acquired,1735,lose focus,425
2018,Transportation,Beijing,Angel Round,1735,burn out,426
2018,Transportation,Beijing,Series A+,1766,burn out,427
2018,Transportation,Beijing,Angel Round,1825,no market need,428
2018,Transportation,Beijing,Series A,1766,burn out,429
2018,Transportation,Beijing,No Funding,1856,no business model,430
2018,Transportation,Guangdong,No Funding,1644,no market need,431
2018,Transportation,Beijing,Angel Round,1766,founder,432
2018,Transportation,Sichuan,Series A,1521,product mistimed,433
2018,Transportation,Beijing,Series B,1856,no business model,434
2018,Transportation,Beijing,No Funding,1552,get outcompeted,435
2018,Transportation,Hong Kong,Series A,555,burn out,436
2017,Transportation,Beijing,Angel Round,2131,pricing/cost issue,437
2017,Transportation,Beijing,No Funding,2375,no business model,438
2017,Transportation,Zhejiang,No Funding,1825,get outcompeted,439
2017,Transportation,Shanghai,Series B,1552,pricing/cost issue,440
2017,Transportation,Zhejiang,Series A,1947,get outcompeted,441
2017,Transportation,Shanghai,Angel Round,1705,no market need,442
2017,Transportation,Beijing,Series A,2039,no business model,443
2017,Transportation,Beijing,No Funding,2466,no business model,444
2017,Transportation,Jiangsu,No Funding,2070,pivot gone bad,445
2017,Transportation,Shanghai,No Funding,2222,no business model,446
2017,Transportation,Beijing,No Funding,2070,no investor interest,447
2017,Transportation,Beijing,Angel Round,1552,no market need,448
2017,Transportation,Zhejiang,Series A,1552,get outcompeted,449
2017,Transportation,Sichuan,Angel Round,1917,lose focus,450
2017,Transportation,Shanghai,Acquired,1825,failure to pivot,451
2017,Transportation,Overseas,Seed Round,676,no business model,452
2017,Transportation,Beijing,Series A,1211,burn out,453
2017,Transportation,Beijing,Angel Round,498,supervision,454
2017,Transportation,Beijing,Series A,1764,get outcompeted,455
2017,Transportation,Shanghai,Angel Round,858,burn out,456
2017,Transportation,Shandong,No Funding,890,no market need,457
2017,Transportation,Shanghai,Angel Round,1037,no market need,458
2017,Transportation,Anhui,No Funding,1006,pivot gone bad,459
2017,Transportation,Beijing,Angel Round,827,product mistimed,460
2017,Transportation,Hubei,Angel Round,705,burn out,461
2017,Transportation,Fujian,Seed Round,151,product mistimed,462
2017,Transportation,Beijing,Acquired,1491,burn out,463
2016,Transportation,Beijing,Series A,2010,pricing/cost issue,464
2016,Transportation,Beijing,Series A,1887,get outcompeted,465
2016,Transportation,Shaanxi,Angel Round,2010,get outcompeted,466
2016,Transportation,Beijing,Series C,1101,burn out,467
2016,Transportation,Shanghai,Series A,740,no market need,468
2016,Transportation,Shanghai,No Funding,734,product mistimed,469
2016,Transportation,Beijing,Angel Round,794,failure to pivot,470
2016,Transportation,Zhejiang,No Funding,1301,get outcompeted,471
2016,Transportation,Jiangsu,No Funding,1180,no business model,472
2016,Transportation,Beijing,Series B,1831,get outcompeted,473
2015,Transportation,Shanghai,No Funding,1947,no business model,474
2015,Transportation,Zhejiang,No Funding,1066,failure to pivot,475
2014,Transportation,Beijing,Series B,2496,get outcompeted,476
2014,Transportation,Guangdong,No Funding,1917,no business model,477
2014,Transportation,Shanghai,No Funding,749,get outcompeted,478
2012,Transportation,Shanghai,Angel Round,2283,no business model,479
2012,Transportation,Guangdong,No Funding,267,no business model,480
2019,Tool,Guangdong,Series A,914,no business model,481
2019,Tool,Beijing,Angel Round,1216,no market need,482
2019,Tool,Zhejiang,Pre-A Round,1492,no business model,483
2019,Tool,Guangdong,Angel Round,1369,no market need,484
2019,Tool,Hubei,Angel Round,1492,no market need,485
2019,Tool,Beijing,No Funding,1278,no market need,486
2018,Tool,Fujian,No Funding,1825,no investor interest,487
2018,Tool,Shanghai,Angel Round,1674,no market need,488
